Benefit,Occupation,Year,AI Coefficient,Error,P-Value,SOC_2021_2_NAME,YEAR,AI Demand,AI Demand % Change,PRIOR YEAR % CHANGE,LOG_SALARY_ai,SALARY_ai,LOG_SALARY_non_ai,SALARY_non_ai,Salary (Log) Premium,SALARY_PREMIUM,DURATION_CALC_ai,DURATION_CALC_non_ai,MEAN SALARY,job_count,Prevalence: Tuition Assistance,Prevalence: Tuition Assistance (AI),Prevalence: Tuition Assistance (Non-AI),Prevalence: Paid Leave,Prevalence: Paid Leave (AI),Prevalence: Paid Leave (Non-AI),Prevalence: Health and Wellbeing,Prevalence: Health and Wellbeing (AI),Prevalence: Health and Wellbeing (Non-AI),Prevalence: Parental Leave,Prevalence: Parental Leave (AI),Prevalence: Parental Leave (Non-AI),Prevalence: Workplace Culture,Prevalence: Workplace Culture (AI),Prevalence: Workplace Culture (Non-AI),Prevalence: Remote Work,Prevalence: Remote Work (AI),Prevalence: Remote Work (Non-AI)
EDU_ASSISTANCE,Architecture and Engineering Occupations,2019,-0.3787728891240425,0.2021325245031568,0.061,Architecture and Engineering Occupations,2019,2.0314856711915534,24.87173059783354,,11.443343981375373,97865.61904761905,11.108535399843332,73760.30094300942,103.01397591564378,132.68061246555177,61.51044083526682,59.027062785662736,73966.07804878049,42432,4.645079185520363,3.0162412993039442,4.678854943468848,11.566742081447964,8.236658932714617,11.635795044503247,3.113216440422323,1.6241299303944314,3.1440942987731537,0.7824283559577677,1.9721577726218096,0.7577579985566514,5.568910256410256,10.788863109048725,5.460668751503488,2.3487734452721227,3.415783274440518,2.326330393419879
EDU_ASSISTANCE,Architecture and Engineering Occupations,2021,-0.1917248685578161,0.1400170990180159,0.171,Architecture and Engineering Occupations,2021,2.278017958097772,15.179061827079199,-2.642403624257006,11.521036382949307,107050.06060606061,11.095518112762335,73216.70232366286,103.83504642020756,146.2098909246602,61.42022940563086,63.841780305792554,73671.05697232773,42098,7.187989928262625,5.839416058394161,7.219426821264493,20.22186327141432,11.261730969760167,20.430734825834364,3.72226709107321,2.2940563086548487,3.755560417122439,2.5986982754525156,3.232533889468196,2.583922798317898,10.442301296973728,24.400417101147028,10.116920683536303,8.357362438338537,14.465408805031446,8.215269818820259
EDU_ASSISTANCE,Architecture and Engineering Occupations,2022,-0.3099764360370616,0.1081095690671019,0.004,Architecture and Engineering Occupations,2022,2.4464564033413305,7.394078902881462,15.179061827079199,11.600475356749296,115932.65745856354,11.235283798078212,83342.7052323385,103.250399057419,139.10354497777874,54.1496062992126,55.015043262844216,83890.4609527347,57103,8.840166015796019,6.800286327845383,8.891322299213728,22.760625536311576,15.533285612025768,22.94187340681435,4.591702712642068,2.219040801717967,4.651204538110796,3.9910337460378615,5.153901216893344,3.9618712526478297,15.806525051223227,35.14674302075877,15.321509352672964,14.68500443655723,18.168604651162788,14.597809873758505
EDU_ASSISTANCE,Architecture and Engineering Occupations,2020,-0.1524197287202147,0.1966153932847775,0.438,Architecture and Engineering Occupations,2020,1.977805620189726,-2.642403624257006,24.87173059783354,11.428492888722051,100957.58536585367,11.07596562005347,72630.48034761999,103.1828129552002,139.00167654496576,60.158371040723985,59.307465230226114,72858.0295846395,33522,5.271165204940039,4.223227752639517,5.2923095651115375,16.428017421394905,9.502262443438914,16.567759213609666,2.8906389833542154,1.6591251885369533,2.9154873854956023,1.3125708489946901,1.3574660633484164,1.3116649928482302,6.691128214307023,18.85369532428356,6.4457226330685655,4.44216744017841,13.698630136986301,4.255188316679477
EDU_ASSISTANCE,Architecture and Engineering Occupations,2018,0.043940758719393,0.2197845083881673,0.842,Architecture and Engineering Occupations,2018,1.626857945722103,,,11.279748154245265,85233.25581395348,11.095356512939153,72599.86911735003,101.66188117606747,117.40139045730635,64.0,61.66238191886542,72708.64677613135,40569,3.3079444896349433,3.3333333333333335,3.3075246185071037,8.255071606398975,6.0606060606060606,8.291362850484854,1.46663708743129,1.8181818181818181,1.4608233731739706,0.2760728635164781,0.15151515151515152,0.2781327520108246,4.77704651334763,7.121212121212121,4.738279586058282,0.0,,0.0
EDU_ASSISTANCE,Architecture and Engineering Occupations,2023,-0.0006557524939162,0.0953645893439435,0.995,Architecture and Engineering Occupations,2023,2.3377522112411064,-4.443332484967144,7.394078902881462,11.683303431160528,127176.3937007874,11.369320351306099,94646.72691051601,102.76166974060467,134.36956337753406,52.877890841813134,50.75983170947741,95436.59390733541,46241,11.567656408814688,12.118408880666049,11.554472984942427,30.282649596678272,25.624421831637374,30.394154118689105,6.167686684976536,5.180388529139686,6.191319751992914,6.790510585843731,9.620721554116558,6.722763507528787,17.07575528210895,29.972247918593897,16.767050487156776,15.716369494698801,19.962686567164177,15.614899355787879
EDU_ASSISTANCE,"Arts, Design, Entertainment, Sports, and Media Occupations",2019,-0.459317913521304,0.4536456495067715,0.311,"Arts, Design, Entertainment, Sports, and Media Occupations",2019,0.7956840912450115,38.60966293730588,,11.122530167751272,79772.15384615384,10.672747762630635,49368.17403230722,104.21430745974804,161.58619476983256,59.43653250773994,60.42236348737305,49488.165452337584,40594,2.2638813617776026,1.5479876160990713,2.2696233021280823,8.668768783564074,8.978328173374612,8.666285912939832,1.7761245504261713,12.38390092879257,1.6910431824389758,1.0321722422032813,1.238390092879257,1.0305182389312408,4.899738877666651,8.6687306501548,4.869509076010032,4.179974651457541,6.329113924050633,4.162620738999336
EDU_ASSISTANCE,"Arts, Design, Entertainment, Sports, and Media Occupations",2021,-0.7580488640450109,0.3589072510154944,0.035,"Arts, Design, Entertainment, Sports, and Media Occupations",2021,0.8156049739850137,33.51992667092682,-23.229723362808798,11.100370716358208,73769.5090909091,10.704078320460601,50470.37002301987,103.70225613110568,146.16399494844666,60.16502463054187,65.0627063374719,50579.115156143926,49779,3.469334458305711,1.9704433497536946,3.481660016608268,16.137326985274917,13.054187192118228,16.162680007291435,2.211776050141626,1.9704433497536946,2.2137605573896666,2.3363265634102732,4.926108374384237,2.315030482247382,8.079712328491933,21.67487684729064,7.967917687805076,11.065846526167187,33.08457711442786,10.885875200780758
EDU_ASSISTANCE,"Arts, Design, Entertainment, Sports, and Media Occupations",2022,0.0853321487398531,0.2008294649677184,0.671,"Arts, Design, Entertainment, Sports, and Media Occupations",2022,0.9947953194787936,21.97023696634204,33.51992667092682,11.108346424175153,79073.93069306931,10.811965337215037,56227.19188090151,102.74123230806119,140.63290028881573,54.1595547309833,57.451969502078555,56385.13305954826,54182,4.021630799896644,5.009276437847866,4.011707026079824,17.655309881510465,18.738404452690165,17.644427045467257,3.026835480417851,6.679035250463822,2.990138508286263,2.9345539108929164,6.122448979591836,2.9025222303003186,11.514894245321324,24.489795918367346,11.384523609790653,13.997764530551414,35.82089552238806,13.777660695468915
EDU_ASSISTANCE,"Arts, Design, Entertainment, Sports, and Media Occupations",2020,0.1796207765977534,0.3878318560554841,0.643,"Arts, Design, Entertainment, Sports, and Media Occupations",2020,0.6108488780069162,-23.229723362808798,38.60966293730588,10.988102141194588,66333.06666666667,10.602387660044114,45308.12924071083,103.63799639777432,146.40433798150343,57.921487603305785,59.35936507936508,45386.2211217036,39617,2.079915187924376,2.8925619834710745,2.074920634920635,10.611606128682132,9.090909090909092,10.620952380952382,1.501880505843451,2.066115702479339,1.4984126984126984,1.2242219249312163,2.8925619834710745,1.213968253968254,3.9478001867884998,15.702479338842975,3.8755555555555556,7.675667013861069,16.666666666666664,7.617665242050372
