YEAR,AI ROLE,Benefit,Benefit_Present,Median_Salary,CI_Lower,CI_Upper,Count
2018,False,EDU_ASSISTANCE,False,44000.0,43816.42218673293,44183.57781326707,157939
2018,False,EDU_ASSISTANCE,True,46809.0,46241.32738233369,47376.67261766631,8798
2018,True,EDU_ASSISTANCE,False,79900.0,77323.50630451966,82476.49369548034,1074
2018,True,EDU_ASSISTANCE,True,65514.5,41479.912767074864,89549.08723292514,38
2019,False,EDU_ASSISTANCE,False,41500.0,41367.37800173465,41632.62199826535,254542
2019,False,EDU_ASSISTANCE,True,43000.0,42579.673936640604,43420.326063359396,14793
2019,True,EDU_ASSISTANCE,False,73000.0,70687.73531059886,75312.26468940114,1548
2019,True,EDU_ASSISTANCE,True,61543.0,53539.39091240415,69546.60908759585,61
2020,False,EDU_ASSISTANCE,False,38500.0,38378.09414370784,38621.90585629216,286635
2020,False,EDU_ASSISTANCE,True,39326.0,38960.30402951146,39691.69597048854,19115
2020,True,EDU_ASSISTANCE,False,72625.0,70236.51606787076,75013.48393212924,1314
2020,True,EDU_ASSISTANCE,True,74900.0,67070.73754129911,82729.26245870089,88
2021,False,EDU_ASSISTANCE,False,41600.0,41492.41613498245,41707.58386501755,398910
2021,False,EDU_ASSISTANCE,True,41600.0,41292.59055076282,41907.40944923718,37697
2021,True,EDU_ASSISTANCE,False,87500.0,85684.6686598829,89315.3313401171,2530
2021,True,EDU_ASSISTANCE,True,86500.0,80470.57863110288,92529.42136889712,196
2022,False,EDU_ASSISTANCE,False,45408.0,45300.72405121342,45515.27594878658,477689
2022,False,EDU_ASSISTANCE,True,47500.0,47213.91569285044,47786.08430714956,54332
2022,True,EDU_ASSISTANCE,False,104930.0,103356.41840364317,106503.58159635683,3999
2022,True,EDU_ASSISTANCE,True,107750.0,103135.0342089139,112364.9657910861,440
2023,False,EDU_ASSISTANCE,False,51834.0,51710.14859571254,51957.85140428746,483953
2023,False,EDU_ASSISTANCE,True,56200.0,55894.193075934505,56505.806924065495,69443
2023,True,EDU_ASSISTANCE,False,125500.0,123847.30766246161,127152.69233753839,5584
2023,True,EDU_ASSISTANCE,True,118437.5,115283.34301070233,121591.65698929767,936
2024,False,EDU_ASSISTANCE,False,54860.0,54731.3363002156,54988.6636997844,508621
2024,False,EDU_ASSISTANCE,True,58771.0,58477.15776439516,59064.84223560484,78600
2024,True,EDU_ASSISTANCE,False,141600.0,140229.888692764,142970.111307236,8728
2024,True,EDU_ASSISTANCE,True,127750.0,124559.57969236192,130940.42030763808,1173
2025,False,EDU_ASSISTANCE,False,57138.0,57007.96613369988,57268.03386630012,568904
2025,False,EDU_ASSISTANCE,True,63440.0,63140.589509805526,63739.410490194474,92998
2025,True,EDU_ASSISTANCE,False,148000.0,146984.38000099937,149015.61999900063,16401
2025,True,EDU_ASSISTANCE,True,144008.0,141852.0502310562,146163.9497689438,2774
2018,False,PAID LEAVE,False,43680.0,43479.64164514625,43880.35835485375,137305
2018,False,PAID LEAVE,True,45673.5,45319.40313456266,46027.59686543734,29432
2018,True,PAID LEAVE,False,85000.0,82248.39450487382,87751.60549512618,915
2018,True,PAID LEAVE,True,57200.0,50098.48327646019,64301.51672353981,197
2019,False,PAID LEAVE,False,41600.0,41449.515975116796,41750.484024883204,209763
2019,False,PAID LEAVE,True,41294.0,41069.042523196644,41518.957476803356,59572
2019,True,PAID LEAVE,False,80000.0,77381.34458935387,82618.65541064613,1238
2019,True,PAID LEAVE,True,57602.0,53551.35436290838,61652.64563709162,371
2020,False,PAID LEAVE,False,39000.0,38844.90097964675,39155.09902035325,204760
2020,False,PAID LEAVE,True,38000.0,37841.99755649241,38158.00244350759,100990
2020,True,PAID LEAVE,False,82160.0,79287.8915195798,85032.1084804202,975
2020,True,PAID LEAVE,True,59280.0,55955.65689457241,62604.34310542759,427
2021,False,PAID LEAVE,False,41600.0,41455.67212443257,41744.32787556743,259329
2021,False,PAID LEAVE,True,41080.0,40945.6145819302,41214.3854180698,177278
2021,True,PAID LEAVE,False,95000.0,92896.19349723237,97103.80650276763,1796
2021,True,PAID LEAVE,True,72500.0,69502.97248420223,75497.02751579777,930
2022,False,PAID LEAVE,False,45926.0,45782.69561015101,46069.30438984899,303857
2022,False,PAID LEAVE,True,45000.0,44864.0410434666,45135.9589565334,228164
2022,True,PAID LEAVE,False,111023.5,109239.84556842623,112807.15443157377,2710
2022,True,PAID LEAVE,True,92500.0,89911.14459761794,95088.85540238206,1729
2023,False,PAID LEAVE,False,52000.0,51835.716920738,52164.283079262,301829
2023,False,PAID LEAVE,True,51833.0,51675.00074084327,51990.99925915673,251567
2023,True,PAID LEAVE,False,126488.5,124530.69391770448,128446.30608229552,3762
2023,True,PAID LEAVE,True,119500.0,117220.58886841449,121779.41113158551,2758
2024,False,PAID LEAVE,False,56160.0,55985.76238720698,56334.23761279302,300420
2024,False,PAID LEAVE,True,54372.0,54213.48802500842,54530.51197499158,286801
2024,True,PAID LEAVE,False,146300.0,144629.16062746465,147970.83937253535,5756
2024,True,PAID LEAVE,True,131850.0,129929.3041111399,133770.6958888601,4145
2025,False,PAID LEAVE,False,57845.0,57668.856844232956,58021.143155767044,336793
2025,False,PAID LEAVE,True,57335.0,57174.38601413418,57495.61398586582,325109
2025,True,PAID LEAVE,False,153500.0,152268.1527799705,154731.8472200295,11114
2025,True,PAID LEAVE,True,139000.0,137623.4776736702,140376.5223263298,8061
2018,False,HEALTH_WELLBEING,False,44000.0,43819.8063551325,44180.1936448675,161053
2018,False,HEALTH_WELLBEING,True,47609.0,46757.48630262972,48460.51369737028,5684
2018,True,HEALTH_WELLBEING,False,79007.5,76342.08257546426,81672.91742453574,1080
2018,True,HEALTH_WELLBEING,True,87262.0,73592.2539186549,100931.7460813451,32
2019,False,HEALTH_WELLBEING,False,41500.0,41369.57180070996,41630.42819929004,259640
2019,False,HEALTH_WELLBEING,True,43467.0,42887.646454752095,44046.353545247905,9695
2019,True,HEALTH_WELLBEING,False,72567.5,70251.68199383059,74883.31800616941,1546
2019,True,HEALTH_WELLBEING,True,68070.0,59779.22930961737,76360.77069038263,63
2020,False,HEALTH_WELLBEING,False,39000.0,38880.039157336796,39119.960842663204,292576
2020,False,HEALTH_WELLBEING,True,35776.0,35311.33466274735,36240.66533725265,13174
2020,True,HEALTH_WELLBEING,False,72625.0,70275.77949994395,74974.22050005605,1354
2020,True,HEALTH_WELLBEING,True,78432.0,68905.33287980726,87958.66712019274,48
2021,False,HEALTH_WELLBEING,False,41600.0,41496.14358904412,41703.85641095588,416429
2021,False,HEALTH_WELLBEING,True,43000.0,42493.667224818324,43506.332775181676,20178
2021,True,HEALTH_WELLBEING,False,85725.0,83932.6504685435,87517.3495314565,2542
2021,True,HEALTH_WELLBEING,True,107500.0,100889.46284921259,114110.53715078741,184
2022,False,HEALTH_WELLBEING,False,45448.0,45345.055347234615,45550.944652765385,504111
2022,False,HEALTH_WELLBEING,True,49920.0,49451.17003304122,50388.82996695878,27910
2022,True,HEALTH_WELLBEING,False,103699.0,102146.17152056862,105251.82847943138,4074
2022,True,HEALTH_WELLBEING,True,123450.0,118293.81842820444,128606.18157179556,365
2023,False,HEALTH_WELLBEING,False,52000.0,51881.3577736592,52118.6422263408,511570
2023,False,HEALTH_WELLBEING,True,56000.0,55548.60225378314,56451.39774621686,41826
2023,True,HEALTH_WELLBEING,False,122000.0,120401.99150734571,123598.00849265429,5723
2023,True,HEALTH_WELLBEING,True,138550.0,134627.52867986212,142472.47132013788,797
2024,False,HEALTH_WELLBEING,False,55000.0,54876.4291656927,55123.5708343073,535062
2024,False,HEALTH_WELLBEING,True,56160.0,55756.16516944981,56563.83483055019,52159
2024,True,HEALTH_WELLBEING,False,140000.0,138661.42657852513,141338.57342147487,8896
2024,True,HEALTH_WELLBEING,True,142074.0,138131.60934106214,146016.39065893786,1005
2025,False,HEALTH_WELLBEING,False,57286.0,57160.31320367609,57411.68679632391,598662
2025,False,HEALTH_WELLBEING,True,59749.0,59365.58215105221,60132.41784894779,63240
2025,True,HEALTH_WELLBEING,False,147500.0,146524.41896665117,148475.58103334883,17220
2025,True,HEALTH_WELLBEING,True,147000.0,144145.4367296173,149854.5632703827,1955
2018,False,PARENTAL_LEAVE,False,44200.0,44023.36518470973,44376.63481529027,165880
2018,False,PARENTAL_LEAVE,True,44172.0,41066.489577653956,47277.510422346044,857
2018,True,PARENTAL_LEAVE,False,79500.0,76865.30525968023,82134.69474031977,1096
2018,True,PARENTAL_LEAVE,True,97750.0,65000.0,131500.0,16
2019,False,PARENTAL_LEAVE,False,41500.0,41371.38949448445,41628.61050551555,265141
2019,False,PARENTAL_LEAVE,True,45192.5,44253.27478346618,46131.72521653382,4194
2019,True,PARENTAL_LEAVE,False,72500.0,70221.19538782764,74778.80461217236,1580
2019,True,PARENTAL_LEAVE,True,77500.0,56500.0,86800.0,29
2020,False,PARENTAL_LEAVE,False,38500.0,38381.664830543516,38618.335169456484,298619
2020,False,PARENTAL_LEAVE,True,42000.0,41348.15891527595,42651.84108472405,7131
2020,True,PARENTAL_LEAVE,False,73146.5,70773.1205780849,75519.8794219151,1332
2020,True,PARENTAL_LEAVE,True,65000.0,56896.71628589349,73103.28371410651,70
2021,False,PARENTAL_LEAVE,False,41600.0,41496.6879310723,41703.3120689277,419915
2021,False,PARENTAL_LEAVE,True,44500.0,43923.991798743795,45076.008201256205,16692
2021,True,PARENTAL_LEAVE,False,88000.0,86170.55674425134,89829.44325574866,2489
2021,True,PARENTAL_LEAVE,True,81500.0,75915.57542105396,87084.42457894604,237
2022,False,PARENTAL_LEAVE,False,45243.0,45140.64184524939,45345.35815475061,506280
2022,False,PARENTAL_LEAVE,True,51638.0,51122.948139897955,52153.051860102045,25741
2022,True,PARENTAL_LEAVE,False,104000.0,102432.7503858893,105567.2496141107,4009
2022,True,PARENTAL_LEAVE,True,112500.0,107754.94773374812,117245.05226625188,430
2023,False,PARENTAL_LEAVE,False,51000.0,50883.15957456516,51116.84042543484,509523
2023,False,PARENTAL_LEAVE,True,67350.0,66863.87872207147,67836.12127792853,43873
2023,True,PARENTAL_LEAVE,False,121000.0,119336.9250011736,122663.0749988264,5286
2023,True,PARENTAL_LEAVE,True,137500.0,134294.22685836483,140705.77314163517,1234
2024,False,PARENTAL_LEAVE,False,54198.0,54075.072477817135,54320.927522182865,524415
2024,False,PARENTAL_LEAVE,True,63768.0,63367.39101467465,64168.60898532535,62806
2024,True,PARENTAL_LEAVE,False,137500.0,136055.8750538129,138944.1249461871,7977
2024,True,PARENTAL_LEAVE,True,147650.0,145088.35332040224,150211.64667959776,1924
2025,False,PARENTAL_LEAVE,False,56420.0,56294.624249408735,56545.375750591265,586227
2025,False,PARENTAL_LEAVE,True,70100.0,69724.18679792596,70475.81320207404,75675
2025,True,PARENTAL_LEAVE,False,146300.0,145260.47027945385,147339.52972054615,15411
2025,True,PARENTAL_LEAVE,True,150000.0,148007.41392596968,151992.58607403032,3764
2018,False,CULTURE,False,44172.0,43992.89476642979,44351.10523357021,161084
2018,False,CULTURE,True,45000.0,43982.08850668145,46017.91149331855,5653
2018,True,CULTURE,False,78608.5,76040.67772534663,81176.32227465337,1042
2018,True,CULTURE,True,88250.0,72349.33630849118,104150.66369150882,70
2019,False,CULTURE,False,41437.0,41307.62672068654,41566.37327931346,259290
2019,False,CULTURE,True,45760.0,45041.14104363612,46478.85895636388,10045
2019,True,CULTURE,False,71500.0,69197.41521143322,73802.58478856678,1487
2019,True,CULTURE,True,87500.0,78136.64246161621,96863.35753838379,122
2020,False,CULTURE,False,38480.0,38361.383897828004,38598.616102171996,295360
2020,False,CULTURE,True,46000.0,45378.05084051399,46621.94915948601,10390
2020,True,CULTURE,False,71835.5,69379.99326701749,74291.00673298251,1272
2020,True,CULTURE,True,82470.0,76673.20283927565,88266.79716072435,130
2021,False,CULTURE,False,41356.0,41252.33952876172,41459.66047123828,409219
2021,False,CULTURE,True,47840.0,47366.37149184434,48313.62850815566,27388
2021,True,CULTURE,False,83698.5,81807.38510309333,85589.61489690667,2244
2021,True,CULTURE,True,104521.5,100416.04636000299,108626.95363999701,482
2022,False,CULTURE,False,44720.0,44617.76745616021,44822.23254383979,479600
2022,False,CULTURE,True,55500.0,55105.889520369914,55894.110479630086,52421
2022,True,CULTURE,False,100000.0,98276.63527351107,101723.36472648893,3329
2022,True,CULTURE,True,117250.0,114399.46899880406,120100.53100119594,1110
2023,False,CULTURE,False,50000.0,49883.20711573389,50116.79288426611,479684
2023,False,CULTURE,True,68250.0,67861.88196535027,68638.11803464973,73712
2023,True,CULTURE,False,119000.0,117267.50833626835,120732.49166373165,4699
2023,True,CULTURE,True,140000.0,137221.55061196978,142778.44938803022,1821
2024,False,CULTURE,False,53040.0,52919.12601521924,53160.87398478076,502008
2024,False,CULTURE,True,72600.0,72225.43458468384,72974.56541531616,85213
2024,True,CULTURE,False,132500.0,130916.69319872203,134083.30680127797,6482
2024,True,CULTURE,True,151841.0,149788.85693437577,153893.14306562423,3419
2025,False,CULTURE,False,56160.0,56036.309123223065,56283.690876776935,575487
2025,False,CULTURE,True,72000.0,71614.82858156001,72385.17141843999,86415
2025,True,CULTURE,False,140000.0,138910.67595463514,141089.32404536486,13918
2025,True,CULTURE,True,163525.0,161829.09372388292,165220.90627611708,5257
2018,False,REMOTE_KW,False,43111.0,42932.105513737246,43289.894486262754,159538
2018,False,REMOTE_KW,True,65397.0,64508.82064291341,66285.1793570866,7199
2018,True,REMOTE_KW,False,79650.0,76980.52473496666,82319.47526503334,1068
2018,True,REMOTE_KW,True,78151.5,64643.026180004425,91659.97381999558,44
2019,False,REMOTE_KW,False,40000.0,39872.233741537966,40127.766258462034,254693
2019,False,REMOTE_KW,True,66482.0,65835.7985940221,67128.2014059779,14642
2019,True,REMOTE_KW,False,72500.0,70065.00067174727,74934.99932825273,1445
2019,True,REMOTE_KW,True,74127.5,68966.05273677682,79288.94726322318,164
2020,False,REMOTE_KW,False,37440.0,37323.887626532705,37556.112373467295,283071
2020,False,REMOTE_KW,True,62500.0,61968.906524841834,63031.093475158166,22679
2020,True,REMOTE_KW,False,71335.5,68813.43216638803,73857.56783361197,1168
2020,True,REMOTE_KW,True,77503.5,72053.54585949225,82953.45414050775,234
2021,False,REMOTE_KW,False,40000.0,39899.945484454955,40100.054515545045,402882
2021,False,REMOTE_KW,True,69680.0,69204.87148619651,70155.12851380349,33725
2021,True,REMOTE_KW,False,82066.0,80027.00026072639,84104.99973927361,2037
2021,True,REMOTE_KW,True,100000.0,96815.505052375,103184.494947625,689
2022,False,REMOTE_KW,False,43680.0,43580.00782168221,43779.99217831779,486124
2022,False,REMOTE_KW,True,75920.0,75505.23714401806,76334.76285598194,45897
2022,True,REMOTE_KW,False,95000.0,93196.71317423592,96803.28682576408,3170
2022,True,REMOTE_KW,True,119350.0,116897.91867143844,121802.08132856156,1269
2023,False,REMOTE_KW,False,49920.0,49803.71692133997,50036.28307866003,500215
2023,False,REMOTE_KW,True,85216.0,84798.19013557296,85633.80986442704,53181
2023,True,REMOTE_KW,False,121950.0,120163.09803387018,123736.90196612982,4665
2023,True,REMOTE_KW,True,128800.0,126133.90455079534,131466.09544920464,1855
2024,False,REMOTE_KW,False,52000.0,51880.65251641517,52119.34748358483,528549
2024,False,REMOTE_KW,True,90000.0,89574.19140672016,90425.80859327984,58672
2024,True,REMOTE_KW,False,140250.0,138754.9911445592,141745.0088554408,7334
2024,True,REMOTE_KW,True,139000.0,136619.5743233464,141380.4256766536,2567
2025,False,REMOTE_KW,False,55000.0,54878.4824357192,55121.5175642808,598990
2025,False,REMOTE_KW,True,89500.0,89058.14899723855,89941.85100276145,62912
2025,True,REMOTE_KW,False,150000.0,148901.51467084524,151098.48532915476,14216
2025,True,REMOTE_KW,True,140000.0,138325.45969177544,141674.54030822456,4959
